time,voltage,bcl
0.0,-88.81277529724994,600
0.0009394263876001509,-88.76299459886313,600
0.0018788527752003018,-88.7132219598411,600
0.0034278264138063235,-88.6311681251217,600
0.004976800052412345,-88.54913364435508,600
0.011539437085640704,-88.20180781338551,600
0.018102074118869063,-87.85484462866148,600
0.024664711152097424,-87.508232177659,600
0.031227348185325784,-87.16195661510163,600
0.04178052058280848,-86.60578428478465,600
0.05233369298029117,-86.05038723481417,600
0.06288686537777385,-85.49571270589836,600
0.08039092926730337,-84.57715395356762,600
0.0978949931568329,-83.6602380453112,600
0.11539905704636241,-82.74476165222997,600
0.1488191242418626,-81.00020946159772,600
0.1822391914373628,-79.25909093927902,600
0.215659258632863,-77.52042641883578,600
0.2490793258283632,-75.78339192756522,600
0.2824993930238634,-74.04727670838543,600
0.3159194602193636,-72.31143329240473,600
0.34933952741486385,-70.57520396846803,600
0.3827595946103641,-68.83779297480243,600
0.4161796618058643,-67.09804014203625,600
0.4495997290013645,-65.35403597526664,600
0.48301979619686475,-63.602515458000894,600
0.5,-62.70795179417759,600
0.5014589190897507,-62.70825559719834,600
0.5029178381795014,-62.70853133207426,600
0.5075984500084586,-62.70922823763922,600
0.5122790618374158,-62.70968025446817,600
0.516959673666373,-62.70987683215498,600
0.525409042761538,-62.70961082078458,600
0.533858411856703,-62.7086028739738,600
0.542307780951868,-62.706924599638455,600
0.5569268746244094,-62.70265203225194,600
0.5715459682969507,-62.69692930125568,600
0.586165061969492,-62.690055078099,600
0.6092893842913865,-62.67742467402134,600
0.6324137066132809,-62.663278347086944,600
0.6555380289351753,-62.64805515726989,600
0.6786623512570698,-62.63207168271009,600
0.7017866735789642,-62.615523033782026,600
0.7249109959008586,-62.598520681309594,600
0.748035318222753,-62.58112833092801,600
0.7711596405446475,-62.563384066827275,600
0.8077437094692114,-62.534633496552054,600
0.8443277783937753,-62.50509664729112,600
0.8809118473183392,-62.47479320004786,600
0.917495916242903,-62.44371727560704,600
0.9744663402082423,-62.39372167858136,600
1.0314367641735815,-62.34168615334181,600
1.1202790700164205,-62.256160864580565,600
1.2091213758592594,-62.16484150365664,600
1.2979636817020983,-62.06713461849253,600
1.4348820009779744,-61.9023526644328,600
1.6492715748502684,-61.60219097504804,600
1.8636611487225625,-61.23585266477122,600
2.0780507225948566,-60.77703083491402,600
2.292440296467151,-60.182014857426786,600
2.408109002886996,-59.78225059214917,600
2.523777709306841,-59.30385248392573,600
2.6394464157266864,-58.71722029539405,600
2.7551151221465315,-57.97576873250978,600
2.820359705178824,-57.46463988241227,600
2.8856042882111166,-56.86113388757822,600
2.950848871243409,-56.134537518860206,600
3.0160934542757016,-55.23992292400849,600
3.0570270688782153,-54.565853197972544,600
3.097960683480729,-53.77696554306211,600
3.1388942980832426,-52.84024539044754,600
3.1798279126857563,-51.71069330601238,600
3.22076152728827,-50.325235490053636,600
3.244960534102353,-49.353304860815655,600
3.269159540916436,-48.23804559048419,600
3.2933585477305187,-46.9483419076618,600
3.3175575545446017,-45.44478850354834,600
3.3417565613586846,-43.678047596312815,600
3.3659555681727675,-41.58340847739417,600
3.3901545749868505,-39.078620228900206,600
3.4143535818009334,-36.04760326910011,600
3.4385525886150163,-32.332993873485584,600
3.4526591867740177,-29.773917818119617,600
3.466765784933019,-26.86785340556763,600
3.4808723830920205,-23.585173473102863,600
3.494978981251022,-19.938874031378965,600
3.5026017220513066,-17.835141386076575,600
3.5102244628515913,-15.66298453258322,600
3.517847203651876,-13.446432172101856,600
3.5254699444521607,-11.210369316965911,600
3.5330926852524454,-8.978822361744227,600
3.54071542605273,-6.7735618747788,600
3.5483381668530147,-4.613201193360556,600
3.5559609076532994,-2.5128392679867346,600
3.563583648453584,-0.4841154001877455,600
3.568105361063903,0.6815614843733837,600
3.5726270736742216,1.8176423968391828,600
3.5771487862845404,2.923213610276342,600
3.584019412104265,4.543248011958891,600
3.5908900379239896,6.089820074678847,600
3.5977606637437143,7.562463154378284,600
3.6098350311718774,9.973026870251203,600
3.6219093986000406,12.164100997829006,600
3.6339837660282037,14.147209644557465,600
3.646058133456367,15.936112496567203,600
3.65813250088453,17.545380711865025,600
3.670206868312693,18.989833143328525,600
3.6822812357408563,20.28407451148113,600
3.6943556031690195,21.442123815213908,600
3.715543918400366,23.184162639936247,600
3.736732233631712,24.610623236488443,600
3.7579205488630585,25.776540458525496,600
