Sample	Type	RR(ms)
3512404	0	1311	
3512486	2	422	
3512715	0	1305	
3512797	2	422	
3513027	0	1311	
3513109	2	422	
3513333	0	1277	
3513415	2	422	
3513638	0	1272	
3513721	2	427	
3513943	0	1266	
3514025	2	422	
3514248	0	1272	
3514330	2	422	
3514559	0	1305	
3514641	2	422	
3514869	0	1300	
3514951	2	422	
3515179	0	1300	
3515260	2	416	
3515484	0	1277	
3515566	2	422	
3515795	0	1305	
3515876	2	416	
3516110	0	1333	
3516191	2	416	
3516421	0	1311	
3516502	2	416	
3516736	0	1333	
3516819	2	427	
3517053	0	1333	
3517137	2	433	
3517370	0	1327	
3517454	2	433	
3517686	0	1322	
3517770	2	433	
3518003	0	1327	
3518087	2	433	
3518321	0	1333	
3518405	2	433	
3518634	0	1305	
3518718	2	433	
3518949	0	1316	
3519033	2	433	
3519258	0	1283	
3519342	2	433	
3519565	0	1272	
3519649	2	433	
3519868	0	1250	
3519952	2	433	
3520165	0	1216	
3520249	2	433	
3520458	0	1194	
3520543	2	438	
3520751	0	1188	
3520836	2	438	
3521050	0	1222	
3521135	2	438	
3521353	0	1244	
3521437	2	433	
3521657	0	1255	
3521741	2	433	
3521959	0	1244	
3522043	2	433	
3522254	0	1205	
3522339	2	438	
3522547	0	1188	
3522633	2	444	
3522839	0	1177	
3522925	2	444	
3523129	0	1166	
3523215	2	444	
3523421	0	1177	
3523507	2	444	
3523714	0	1183	
3523800	2	444	
3524005	0	1172	
3524091	2	444	
3524304	0	1216	
3524389	2	438	
3524607	0	1244	
3524692	2	438	
3524907	0	1227	
3524992	2	438	
3525212	0	1255	
3525297	2	438	
3525514	0	1238	
3525599	2	438	
3525813	0	1222	
3525899	2	444	
3526112	0	1216	
3526198	2	444	
3526411	0	1216	
3526496	2	438	
3526704	0	1188	
3526790	2	444	
3527001	0	1205	
3527087	2	444	
3527302	0	1227	
3527387	2	438	
3527603	0	1233	
3527688	2	438	
3527905	0	1238	
3527991	2	444	
3528206	0	1227	
3528292	2	444	
3528506	0	1222	
3528592	2	444	
3528799	0	1183	
3528886	2	450	
3529097	0	1205	
3529184	2	450	
3529397	0	1216	
3529484	2	450	
3529694	0	1200	
3529781	2	450	
3529993	0	1211	
3530080	2	450	
3530286	0	1177	
3530373	2	450	
3530581	0	1188	
3530668	2	450	
3530878	0	1200	
3530965	2	450	
3531171	0	1177	
3531258	2	450	
3531468	0	1200	
3531555	2	450	
3531764	0	1194	
3531850	2	444	
3532067	0	1238	
3532153	2	444	
3532372	0	1250	
3532458	2	444	
3532680	0	1266	
3532766	2	444	
3532983	0	1238	
3533069	2	444	
3533281	0	1211	
3533368	2	450	
3533577	0	1194	
3533663	2	444	
3533865	0	1155	
3533952	2	450	
3534151	0	1138	
3534238	2	450	
3534432	0	1111	
3534520	2	455	
3534708	0	1077	
3534795	2	450	
3534980	0	1061	
3535069	2	461	
3535261	0	1100	
3535347	2	444	
3535554	0	1183	
3535640	2	444	
3535859	0	1250	
3535945	2	444	
3536165	0	1255	
3536251	2	444	
3536472	0	1261	
3536557	2	438	
3536772	0	1227	
3536858	2	444	
3537068	0	1200	
3537154	2	444	
3537358	0	1166	
3537445	2	450	
3537645	0	1144	
3537732	2	450	
3537931	0	1138	
3538019	2	455	
3538223	0	1166	
3538309	2	444	
3538517	0	1188	
3538603	2	444	
3538812	0	1194	
3538898	2	444	
3539112	0	1222	
3539198	2	444	
3539411	0	1216	
3539497	2	444	
3539713	0	1233	
3539799	2	444	
3540018	0	1250	
3540103	2	438	
3540316	0	1216	
3540402	2	444	
3540615	0	1216	
3540701	2	444	
3540912	0	1205	
3540998	2	444	
3541207	0	1194	
3541294	2	450	
3541504	0	1200	
3541590	2	444	
3541803	0	1216	
3541889	2	444	
3542106	0	1238	
3542192	2	444	
3542404	0	1211	
3542490	2	444	
3542704	0	1222	
3542790	2	444	
3543009	0	1250	
3543095	2	444	
3543312	0	1238	
3543398	2	444	
3543612	0	1222	
3543698	2	444	
3543912	0	1222	
3543999	2	450	
3544212	0	1216	
3544299	2	450	
3544513	0	1222	
3544600	2	450	
3544812	0	1211	
3544899	2	450	
3545109	0	1200	
3545197	2	455	
3545405	0	1188	
3545492	2	450	
3545702	0	1200	
3545789	2	450	
3545999	0	1200	
3546086	2	450	
3546297	0	1205	
3546384	2	450	
3546593	0	1194	
3546680	2	450	
3546893	0	1216	
3546980	2	450	
3547196	0	1233	
3547283	2	450	
3547498	0	1227	
3547586	2	455	
3547797	0	1205	
3547884	2	450	
3548090	0	1177	
3548178	2	455	
3548379	0	1150	
3548467	2	455	
3548666	0	1138	
3548752	2	444	
3548952	0	1144	
3549040	2	455	
3549240	0	1144	
3549326	2	444	
3549532	0	1177	
3549619	2	450	
3549830	0	1205	
3549916	2	444	
3550132	0	1233	
3550218	2	444	
3550435	0	1238	
3550521	2	444	
3550738	0	1238	
3550824	2	444	
3551044	0	1255	
3551130	2	444	
3551354	0	1277	
3551440	2	444	
3551663	0	1272	
3551749	2	444	
3551968	0	1250	
3552054	2	444	
3552273	0	1250	
3552359	2	444	
3552573	0	1222	
3552660	2	450	
3552875	0	1227	
3552962	2	450	
3553176	0	1222	
3553263	2	450	
3553478	0	1227	
3553565	2	450	
3553779	0	1222	
3553865	2	444	
3554087	0	1266	
3554173	2	444	
3554402	0	1305	
3554487	2	438	
3554717	0	1311	
3554802	2	438	
3555029	0	1294	
3555114	2	438	
3555339	0	1283	
3555424	2	438	
3555641	0	1238	
3555727	2	444	
3555943	0	1233	
3556029	2	444	
3556240	0	1205	
3556327	2	450	
3556538	0	1205	
3556625	2	450	
3556835	0	1200	
3556922	2	450	
3557129	0	1183	
3557214	2	438	
3557426	0	1211	
3557512	2	444	
3557724	0	1211	
3557808	2	433	
3558024	0	1233	
3558110	2	444	
3558329	0	1250	
3558415	2	444	
3558632	0	1238	
3558718	2	444	
3558933	0	1227	
3559019	2	444	
3559233	0	1222	
3559320	2	450	
3559526	0	1177	
3559614	2	455	
3559816	0	1155	
3559904	2	455	
3560105	0	1150	
3560193	2	455	
3560401	0	1188	
3560488	2	450	
3560697	0	1194	
3560784	2	450	
3561001	0	1238	
3561087	2	444	
3561303	0	1233	
3561389	2	444	
3561606	0	1238	
3561693	2	450	
3561911	0	1244	
3561997	2	444	
3562211	0	1222	
3562297	2	444	
3562513	0	1233	
3562599	2	444	
3562814	0	1227	
3562900	2	444	
3563118	0	1244	
3563204	2	444	
3563421	0	1238	
3563507	2	444	
3563723	0	1233	
3563809	2	444	
3564029	0	1255	
3564115	2	444	
3564329	0	1222	
3564416	2	450	
3564626	0	1200	
3564713	2	450	
3564923	0	1200	
3565010	2	450	
3565228	0	1244	
3565314	2	444	
3565538	0	1277	
3565624	2	444	
3565856	0	1322	
3565942	2	444	
3566176	0	1333	
3566262	2	444	
3566492	0	1311	
3566577	2	438	
3566796	0	1250	
3566882	2	444	
3567098	0	1233	
3567185	2	450	
3567401	0	1233	
3567489	2	455	
3567704	0	1227	
3567792	2	455	
3568001	0	1194	
3568089	2	455	
3568298	0	1194	
3568386	2	455	
3568595	0	1194	
3568683	2	455	
3568894	0	1205	
3568982	2	455	
3569192	0	1200	
3569280	2	455	
3569496	0	1233	
3569583	2	450	
3569798	0	1227	
3569886	2	455	
3570107	0	1261	
3570194	2	450	
3570414	0	1255	
3570501	2	450	
3570723	0	1266	
3570810	2	450	
3571035	0	1283	
3571122	2	450	
3571342	0	1255	
3571429	2	450	
3571646	0	1238	
3571734	2	455	
3571947	0	1216	
3572034	2	450	
3572249	0	1227	
3572336	2	450	
3572553	0	1238	
3572640	2	450	
3572856	0	1233	
3572943	2	450	
3573160	0	1238	
3573246	2	433	
3573458	0	1222	
3573545	2	450	
3573754	0	1194	
3573842	2	455	
3574046	0	1166	
3574135	2	461	
3574339	0	1166	
3574426	2	450	
3574628	0	1155	
3574717	2	461	
3574915	0	1133	
3575002	2	450	
3575208	0	1177	
3575297	2	461	
3575503	0	1177	
3575590	2	450	
3575793	0	1161	
3575882	2	461	
3576090	0	1188	
3576177	2	450	
3576391	0	1222	
3576480	2	461	
3576694	0	1222	
3576781	2	450	
3576989	0	1188	
3577077	2	455	
3577278	0	1150	
3577368	2	466	
3577564	0	1122	
3577652	2	455	
3577844	0	1100	
3577935	2	472	
3578126	0	1094	
3578215	2	461	
3578407	0	1100	
3578495	2	455	
3578686	0	1094	
3578774	2	455	
3578966	0	1100	
3579053	2	450	
3579250	0	1127	
3579336	2	444	
3579536	0	1144	
3579622	2	444	
3579832	0	1200	
3579917	2	438	
3580135	0	1244	
3580219	2	433	
3580436	0	1238	
3580521	2	438	
3580734	0	1216	
3580819	2	438	
3581032	0	1216	
3581117	2	438	
3581330	0	1216	
3581415	2	438	
3581624	0	1194	
3581709	2	438	
3581918	0	1194	
3582003	2	438	
3582209	0	1177	
3582295	2	444	
3582501	0	1177	
3582587	2	444	
3582791	0	1166	
3582877	2	444	
3583081	0	1166	
3583166	2	438	
3583373	0	1183	
3583458	2	438	
3583664	0	1177	
3583749	2	438	
3583959	0	1200	
3584044	2	438	
3584252	0	1188	
3584337	2	438	
3584543	0	1177	
3584627	2	433	
3584836	0	1194	
3584921	2	438	
3585127	0	1177	
3585211	2	433	
3585415	0	1166	
3585499	2	433	
3585698	0	1138	
3585783	2	438	
3585980	0	1127	
3586064	2	433	
3586260	0	1122	
3586345	2	438	
3586544	0	1138	
3586629	2	438	
3586829	0	1144	
3586914	2	438	
3587108	0	1111	
3587193	2	438	
3587388	0	1116	
3587474	2	444	
3587671	0	1127	
3587756	2	438	
3587950	0	1111	
3588035	2	438	
3588231	0	1122	
3588316	2	438	
3588514	0	1133	
3588599	2	438	
3588799	0	1144	
3588884	2	438	
3589089	0	1172	
3589173	2	433	
3589383	0	1200	
3589467	2	433	
3589676	0	1194	
3589759	2	427	
3589972	0	1216	
3590054	2	422	
3590268	0	1222	
3590351	2	427	
3590564	0	1216	
3590647	2	427	
3590859	0	1211	
3590942	2	427	
3591150	0	1188	
3591233	2	427	
3591444	0	1205	
3591526	2	422	
3591739	0	1216	
3591822	2	427	
3592035	0	1216	
3592118	2	427	
3592327	0	1194	
3592409	2	422	
3592622	0	1216	
3592705	2	427	
3592920	0	1227	
3593002	2	422	
3593219	0	1238	
3593302	2	427	
3593517	0	1227	
3593600	2	427	
3593815	0	1227	
3593898	2	427	
3594118	0	1255	
3594200	2	422	
3594419	0	1250	
3594501	2	422	
3594724	0	1272	
3594806	2	422	
3595031	0	1283	
3595112	2	416	
3595333	0	1261	
3595414	2	416	
3595635	0	1261	
3595719	2	433	
3595930	0	1205	
3596012	2	422	
3596227	0	1227	
3596312	2	438	
3596523	0	1205	
3596608	2	438	
3596821	0	1216	
3596906	2	438	
3597119	0	1216	
3597205	2	444	
3597413	0	1188	
3597498	2	438	
3597705	0	1183	
3597791	2	444	
3597994	0	1161	
3598080	2	444	
3598279	0	1138	
3598366	2	450	
3598567	0	1150	
3598653	2	444	
3598854	0	1150	
3598939	2	438	
3599138	0	1138	
3599224	2	444	
3599426	0	1155	
3599511	2	438	
3599715	0	1166	
3599799	2	433	
3600012	0	1216	
3600095	2	427	
3600320	0	1283	
3600404	2	433	
3600628	0	1277	
3600712	2	433	
3600925	0	1216	
3601011	2	444	
3601214	0	1161	
3601301	2	450	
3601497	0	1122	
3601585	2	455	
3601776	0	1094	
3601864	2	455	
3602054	0	1088	
3602141	2	450	
3602338	0	1127	
3602425	2	450	
3602625	0	1144	
3602710	2	438	
3602916	0	1177	
3603003	2	450	
3603209	0	1177	
3603295	2	444	
3603499	0	1166	
3603585	2	444	
3603788	0	1161	
3603875	2	450	
3604083	0	1188	
3604170	2	450	
3604384	0	1222	
3604470	2	444	
3604691	0	1261	
3604777	2	444	
3605000	0	1272	
3605086	2	444	
3605304	0	1244	
3605390	2	444	
3605602	0	1211	
3605688	2	444	
3605900	0	1211	
3605987	2	450	
3606204	0	1238	
3606291	2	450	
3606512	0	1261	
3606598	2	444	
3606822	0	1277	
3606908	2	444	
3607135	0	1294	
3607221	2	444	
3607447	0	1288	
3607533	2	444	
3607765	0	1322	
3607850	2	438	
3608086	0	1344	
3608172	2	444	
3608399	0	1294	
3608485	2	444	
3608714	0	1305	
3608800	2	444	
3609016	0	1233	
3609103	2	450	
3609310	0	1183	
3609398	2	455	
3609605	0	1183	
3609692	2	450	
3609907	0	1227	
3609994	2	450	
3610211	0	1238	
3610298	2	450	
3610518	0	1255	
3610604	2	444	
3610827	0	1272	
3610914	2	450	
3611130	0	1233	
3611217	2	450	
3611435	0	1244	
3611522	2	450	
3611739	0	1238	
3611826	2	450	
3612043	0	1238	
3612130	2	450	
3612348	0	1244	
3612435	2	450	
3612649	0	1222	
3612736	2	450	
3612957	0	1261	
3613044	2	450	
3613265	0	1261	
3613352	2	450	
3613569	0	1238	
3613656	2	450	
3613870	0	1222	
3613957	2	450	
3614159	0	1155	
3614248	2	461	
3614440	0	1100	
3614527	2	450	
3614723	0	1122	
3614812	2	461	
3615017	0	1172	
3615104	2	450	
3615319	0	1227	
3615406	2	450	
3615630	0	1277	
3615716	2	444	
3615948	0	1322	
3616033	2	438	
3616267	0	1333	
3616352	2	438	
3616580	0	1300	
3616665	2	438	
3616887	0	1266	
3616974	2	450	
3617193	0	1250	
3617280	2	450	
3617501	0	1261	
3617588	2	450	
3617807	0	1250	
3617895	2	455	
3618115	0	1255	
3618203	2	455	
3618426	0	1272	
3618514	2	455	
3618736	0	1266	
3618823	2	450	
3619049	0	1288	
3619136	2	450	
3619363	0	1294	
3619450	2	450	
3619678	0	1300	
3619766	2	455	
3619989	0	1272	
3620077	2	455	
3620295	0	1244	
3620383	2	455	
3620598	0	1227	
3620686	2	455	
3620902	0	1233	
3620989	2	450	
3621207	0	1244	
3621296	2	461	
3621512	0	1233	
3621599	2	450	
3621817	0	1244	
3621905	2	455	
3622120	0	1227	
3622209	2	461	
3622429	0	1255	
3622515	2	444	
3622738	0	1272	
3622826	2	455	
3623049	0	1272	
3623137	2	455	
3623358	0	1261	
3623446	2	455	
3623654	0	1188	
3623743	2	461	
3623947	0	1166	
3624035	2	455	
3624239	0	1166	
3624328	2	461	
3624534	0	1177	
3624620	2	444	
3624840	0	1255	
3624928	2	455	
3625154	0	1288	
3625240	2	444	
3625467	0	1294	
3625553	2	444	
3625785	0	1322	
3625871	2	444	
3626093	0	1266	
3626180	2	450	
3626396	0	1233	
3626484	2	455	
3626692	0	1188	
3626781	2	461	
3626987	0	1177	
3627074	2	450	
3627281	0	1183	
3627369	2	455	
3627577	0	1188	
3627665	2	455	
3627878	0	1216	
3627964	2	444	
3628184	0	1255	
3628271	2	450	
3628491	0	1255	
3628579	2	455	
3628796	0	1238	
3628884	2	455	
3629108	0	1277	
3629196	2	455	
3629422	0	1288	
3629510	2	455	
3629732	0	1266	
3629819	2	450	
3630041	0	1266	
3630129	2	455	
3630351	0	1266	
3630439	2	455	
3630653	0	1222	
3630741	2	455	
3630952	0	1205	
3631041	2	461	
3631249	0	1188	
3631337	2	455	
3631548	0	1205	
3631635	2	450	
3631854	0	1250	
3631940	2	444	
3632162	0	1266	
3632250	2	455	
3632473	0	1272	
3632559	2	444	
3632778	0	1250	
3632866	2	455	
3633084	0	1244	
3633172	2	455	
3633388	0	1233	
3633474	2	444	
3633692	0	1244	
3633780	2	455	
3633993	0	1216	
3634080	2	450	
3634294	0	1222	
3634382	2	455	
3634589	0	1177	
3634678	2	466	
3634883	0	1172	
3634970	2	450	
3635174	0	1166	
3635264	2	466	
3635463	0	1138	
3635551	2	455	
3635756	0	1172	
3635846	2	466	
3636048	0	1155	
3636137	2	461	
3636344	0	1183	
3636431	2	450	
3636643	0	1211	
3636730	2	450	
3636938	0	1188	
3637025	2	450	
3637237	0	1211	
3637324	2	450	
3637533	0	1194	
3637620	2	450	
3637834	0	1222	
3637920	2	444	
3638136	0	1233	
3638225	2	461	
3638435	0	1200	
3638523	2	455	
3638730	0	1183	
3638820	2	466	
3639018	0	1133	
3639106	2	455	
3639306	0	1144	
3639394	2	455	
3639591	0	1127	
3639679	2	455	
3639878	0	1133	
3639966	2	461	
3640161	0	1111	
3640249	2	461	
3640441	0	1100	
3640530	2	461	
3640723	0	1105	
3640812	2	461	
3641003	0	1094	
3641092	2	461	
3641281	0	1083	
3641371	2	466	
3641557	0	1066	
3641646	2	466	
3641831	0	1055	
3641921	2	466	
3642101	0	1033	
3642190	2	466	
3642366	0	1005	
3642456	2	472	
3642629	0	988	
3642721	2	477	
3642890	0	972	
3642983	2	483	
3643152	0	972	
3643244	2	477	
3643414	0	977	
3643505	2	477	
3643676	0	977	
3643768	2	477	
3643935	0	961	
3644027	2	477	
3644190	0	938	
3644283	2	483	
3644449	0	955	
3644541	2	477	
3644710	0	972	
3644801	2	472	
3644976	0	1005	
3645065	2	461	
3645243	0	1022	
3645330	2	450	
3645517	0	1072	
3645602	2	438	
3645793	0	1094	
3645878	2	438	
3646068	0	1088	
3646152	2	433	
3646342	0	1088	
3646425	2	427	
3646611	0	1066	
3646695	2	433	
3646880	0	1061	
3646965	2	438	
3647149	0	1055	
3647234	2	438	
3647414	0	1033	
3647499	2	438	
3647679	0	1033	
3647764	2	438	
3647945	0	1038	
3648031	2	444	
3648214	0	1050	
3648300	2	444	
3648493	0	1105	
3648577	2	433	
3648778	0	1150	
3648862	2	433	
3649064	0	1155	
3649148	2	433	
3649354	0	1177	
3649437	2	427	
3649644	0	1183	
3649727	2	427	
3649936	0	1194	
3650019	2	427	
3650222	0	1161	
3650305	2	427	
3650506	0	1150	
3650590	2	433	
3650782	0	1100	
3650866	2	433	
3651051	0	1061	
3651137	2	444	
3651316	0	1027	
3651402	2	444	
3651581	0	1027	
3651668	2	450	
3651848	0	1033	
3651934	2	444	
3652117	0	1050	
3652203	2	444	
3652387	0	1055	
3652473	2	444	
3652660	0	1072	
3652745	2	438	
3652932	0	1072	
3653017	2	438	
3653208	0	1094	
3653292	2	433	
3653489	0	1127	
3653573	2	433	
3653771	0	1133	
3653855	2	433	
3654053	0	1133	
3654137	2	433	
3654333	0	1122	
3654417	2	433	
3654616	0	1138	
3654700	2	433	
3654903	0	1161	
3654986	2	427	
3655187	0	1150	
3655271	2	433	
3655469	0	1133	
3655553	2	433	
3655746	0	1105	
3655831	2	438	
3656024	0	1105	
3656108	2	433	
3656297	0	1083	
3656382	2	438	
3656573	0	1094	
3656659	2	444	
3656854	0	1116	
3656938	2	433	
3657134	0	1122	
3657218	2	433	
3657422	0	1166	
3657505	2	427	
3657719	0	1222	
3657802	2	427	
3658021	0	1250	
3658103	2	422	
3658324	0	1261	
3658406	2	422	
3658619	0	1216	
3658702	2	427	
3658909	0	1183	
3658991	2	422	
3659200	0	1194	
3659283	2	427	
3659494	0	1205	
3659577	2	427	
3659792	0	1227	
3659874	2	422	
3660095	0	1261	
3660177	2	422	
3660393	0	1233	
3660475	2	422	
3660695	0	1255	
3660777	2	422	
3660995	0	1244	
3661076	2	416	
3661290	0	1222	
3661372	2	422	
3661585	0	1216	
3661667	2	422	
3661878	0	1205	
3661960	2	422	
3662171	0	1205	
3662253	2	422	
3662462	0	1194	
3662545	2	427	
3662753	0	1188	
3662836	2	427	
3663045	0	1194	
3663127	2	422	
3663335	0	1188	
3663418	2	427	
3663623	0	1172	
3663705	2	422	
3663914	0	1194	
3663997	2	427	
3664203	0	1177	
3664286	2	427	
3664492	0	1177	
3664575	2	427	
3664780	0	1172	
3664863	2	427	
3665070	0	1183	
3665154	2	433	
3665359	0	1172	
3665442	2	427	
3665643	0	1150	
3665726	2	427	
3665919	0	1105	
3666004	2	438	
3666195	0	1094	
3666279	2	433	
3666474	0	1116	
3666559	2	438	
3666759	0	1144	
3666843	2	433	
3667048	0	1172	
3667132	2	433	
3667339	0	1183	
3667423	2	433	
3667634	0	1205	
3667717	2	427	
3667935	0	1244	
3668018	2	427	
3668239	0	1261	
3668321	2	422	
3668537	0	1233	
3668619	2	422	
3668836	0	1238	
3668918	2	422	
3669135	0	1238	
3669218	2	427	
3669430	0	1211	
3669513	2	427	
3669722	0	1194	
3669805	2	427	
3670016	0	1205	
3670098	2	422	
3670313	0	1227	
3670396	2	427	
3670608	0	1211	
3670691	2	427	
3670906	0	1227	
3670988	2	422	
3671202	0	1222	
3671285	2	427	
3671485	0	1144	
3671568	2	427	
3671763	0	1116	
3671847	2	433	
3672045	0	1133	
3672129	2	433	
3672335	0	1177	
3672419	2	433	
3672630	0	1205	
3672713	2	427	
3672928	0	1227	
3673011	2	427	
3673230	0	1250	
3673312	2	422	
3673532	0	1255	
3673614	2	422	
3673842	0	1300	
3673924	2	422	
3674154	0	1311	
3674238	2	433	
3674457	0	1250	
3674542	2	438	
3674753	0	1205	
3674837	2	433	
3675053	0	1233	
3675138	2	438	
3675354	0	1233	
3675440	2	444	
3675658	0	1244	
3675743	2	438	
3675962	0	1250	
3676048	2	444	
3676268	0	1255	
3676353	2	438	
3676575	0	1266	
3676660	2	438	
3676879	0	1250	
3676964	2	438	
3677185	0	1261	
3677270	2	438	
3677495	0	1283	
3677580	2	438	
3677795	0	1227	
3677881	2	444	
3678087	0	1177	
3678174	2	450	
3678372	0	1133	
3678460	2	455	
3678654	0	1111	
3678741	2	450	
3678938	0	1127	
3679025	2	450	
3679223	0	1133	
3679309	2	444	
3679510	0	1150	
3679597	2	450	
3679796	0	1138	
3679882	2	444	
3680077	0	1116	
3680165	2	455	
3680357	0	1100	
3680444	2	450	
3680639	0	1116	
3680727	2	455	
3680923	0	1122	
3681009	2	444	
3681216	0	1183	
3681303	2	450	
3681510	0	1183	
3681596	2	444	
3681805	0	1194	
3681891	2	444	
3682097	0	1177	
3682183	2	444	
3682388	0	1172	
3682475	2	450	
3682677	0	1155	
3682764	2	450	
3682965	0	1150	
3683053	2	455	
3683253	0	1144	
3683339	2	444	
3683540	0	1150	
3683628	2	455	
3683830	0	1155	
3683916	2	444	
3684120	0	1166	
3684208	2	455	
3684413	0	1172	
3684499	2	444	
3684706	0	1183	
3684793	2	450	
3684993	0	1144	
3685079	2	444	
3685282	0	1161	
3685370	2	455	
3685570	0	1144	
3685657	2	450	
3685859	0	1155	
3685948	2	461	
3686146	0	1133	
3686232	2	444	
3686434	0	1155	
3686522	2	455	
3686719	0	1127	
3686806	2	450	
3687009	0	1161	
3687097	2	455	
3687297	0	1144	
3687384	2	450	
3687587	0	1161	
3687675	2	455	
3687881	0	1177	
3687967	2	444	
3688169	0	1155	
3688257	2	455	
3688457	0	1144	
3688543	2	444	
3688740	0	1127	
3688829	2	461	
3689022	0	1105	
3689109	2	450	
3689304	0	1116	
3689393	2	461	
3689583	0	1088	
3689670	2	450	
3689860	0	1088	
3689950	2	466	
3690134	0	1055	
3690223	2	461	
3690403	0	1033	
3690494	2	472	
3690672	0	1022	
3690761	2	461	
3690940	0	1027	
3691029	2	461	
3691212	0	1050	
3691299	2	450	
3691485	0	1066	
3691571	2	444	
3691762	0	1094	
3691847	2	438	
3692044	0	1127	
3692129	2	438	
3692327	0	1133	
3692411	2	433	
3692614	0	1161	
3692698	2	433	
3692902	0	1166	
3692985	2	427	
3693193	0	1188	
3693277	2	433	
3693485	0	1188	
3693568	2	427	
3693773	0	1172	
3693856	2	427	
3694052	0	1122	
3694136	2	433	
3694328	0	1100	
3694414	2	444	
3694601	0	1072	
3694687	2	444	
3694871	0	1055	
3694958	2	450	
3695139	0	1038	
3695227	2	455	
3695405	0	1022	
3695494	2	461	
3695673	0	1027	
3695762	2	461	
3695951	0	1083	
3696038	2	450	
3696236	0	1133	
3696321	2	438	
3696521	0	1144	
3696606	2	438	
3696809	0	1161	
3696893	2	433	
3697095	0	1155	
