b,c,r,te_approx,se_slope,se_intercept,xmin,xmax,nn_mean,segment,total_variance
1.0223089946569421,0.43098505547276056,0.9616176539796584,2.6770933823316376,0.01962260023157649,0.017072606668776885,0.7388888888888889,1.2333333333333334,118.31276124418613,0,0.00844214655780007
1.0441922785758304,0.3653784983443651,0.988714392385775,3.073699744604785,0.010299171770736647,0.008155256513589384,0.6833333333333333,0.9611111111111111,107.16498742309292,1,0.004579982319725276
0.9158726770108551,0.46396578739706007,0.9631098052864844,0.28940541035629036,0.017214362008333543,0.01134733166397335,0.55,0.7777777777777778,96.26761106314237,2,0.0033020973677331134
0.7292464408050522,0.6638311444288859,0.9105165451088026,1.1589611371148179,0.023072764825256303,0.019967521737536832,0.6222222222222222,1.0611111111111111,115.55101000022715,4,0.0022849978769449936
0.5408550168188881,0.8764782122434273,0.9480815854209012,1.3435141987101593,0.016358628015948826,0.014806606249196703,0.5944444444444444,1.0777777777777777,121.65129037483422,6,0.0046485017283950615
0.810077172370959,0.6271256201204883,0.9831675708848291,1.254660013001994,0.010388247896823516,0.010139895262067822,0.7111111111111111,1.0833333333333333,127.28574975173781,7,0.003666007272699304
0.9080403444655515,0.5355035287105437,0.9911452868512955,1.0835639040617315,0.008315716240171288,0.007806233097981412,0.7444444444444445,1.0722222222222222,124.94373894949774,8,0.005700506676658368
0.871719149986121,0.5986563922800652,0.9944125076922737,1.4049735425609315,0.006527215380313308,0.00661917246619537,0.7888888888888889,1.1222222222222222,133.22272603063627,9,0.00216468205285373
0.8880968135261843,0.5632627348497146,0.9827394247725457,1.2240604461178348,0.01142813862059814,0.010633755383171413,0.7388888888888889,1.0944444444444446,124.84999381185969,10,0.00547772824264594
0.9489028765274573,0.5203631052809107,0.9943756798685311,1.2699291102482513,0.007128723029720633,0.007219926311185801,0.8833333333333333,1.2,133.15996149580542,11,0.0038570008529240727
0.9215247159755136,0.5523124270281385,0.994704950620706,1.4014675413672295,0.006853436511060056,0.007374513539485837,0.9555555555555556,1.2,138.78139194139195,12,0.002508807558380209
0.952613750348236,0.5214910422891367,0.9951291389317691,1.355592447050558,0.006757848852147672,0.007088688974097903,0.8666666666666667,1.2,136.18759568125049,13,0.0040076773587900735
0.9429573885387205,0.5379933133121104,0.9979187445672402,1.4966665204568381,0.004443954111948767,0.004935352863029209,0.9166666666666666,1.2166666666666666,142.95944434362679,14,0.004271421121028692
0.9140550087360572,0.5706602878779012,0.9968475459952465,1.5348641234889122,0.005363292847905335,0.0060917992456640925,1.011111111111111,1.2555555555555555,144.46030993042376,15,0.0023749418329957507
0.8907566972364026,0.5969741992448693,0.9952137424024123,1.5507676927161527,0.0064132623767127915,0.007182755492788275,0.9555555555555556,1.2055555555555555,143.76190073506552,16,0.0018169942756624136
0.9050936577785008,0.5797810231632392,0.9967488012305019,1.5313630683433481,0.005379047911783,0.006107281470963439,0.9777777777777777,1.2555555555555555,144.66742160568867,17,0.0021129278878046828
0.9077678206289238,0.5810550506554633,0.9948726806954533,1.5756593603723723,0.006821572618142788,0.007866728227579974,1.0055555555555555,1.2444444444444445,146.35717659406978,18,0.00172941950959969
0.9331245984973323,0.5538902202484588,0.9957970986430754,1.5848938561589245,0.006361592987733614,0.0073497934354663395,0.9388888888888889,1.288888888888889,146.66373804170203,19,0.0028660009203832046
0.9475182474185744,0.5380527091273799,0.9939596150268114,1.586150352683267,0.007691720016630869,0.008662071131526068,0.9611111111111111,1.238888888888889,144.56203208556147,20,0.002940367994368204
0.9506391455923863,0.5334069934025656,0.9954075021581892,1.5619706028898843,0.0067581763486480205,0.0077247187184283925,0.9777777777777777,1.2666666666666666,145.48617912029678,21,0.002972715057399742
0.9107670153492137,0.5811958817093668,0.9970808788642813,1.6140636212651331,0.00518395835364703,0.006020169229583702,1.011111111111111,1.3,147.36778894861519,22,0.002555700065877537
0.9339727283749503,0.5537813583606673,0.9986012939905736,1.597437636673084,0.0035503200761258413,0.003731475182508402,0.8222222222222222,1.25,138.28884039883647,23,0.009367119249438248
0.8959187699404775,0.5878515063468797,0.995324652476362,1.5162243632708896,0.0063072610621577995,0.00690072958610302,0.9555555555555556,1.1944444444444444,140.46846060951637,24,0.002145764176901149
0.9323512736148277,0.5448218602771251,0.997549627509357,1.4382125745878525,0.004706859622778177,0.005003660493855364,0.8388888888888889,1.2055555555555555,138.0973462783172,25,0.0069882987962760065
1.0285718553626984,0.42665951561157467,0.9887479949096892,2.346889066576451,0.012188774881721444,0.012006696843574395,0.6944444444444444,1.211111111111111,129.42955513601575,26,0.016754510310739264
0.996415017283509,0.46083661756435756,0.9754192794818372,-4.865460201939175,0.021462461785003134,0.020704544035221966,0.8055555555555556,1.1777777777777778,128.71282010400313,27,0.007085291871378184
0.9132872174646107,0.5632329173065083,0.9963761043742442,1.4398690628171136,0.0061065974970729905,0.007074243469042786,0.9444444444444444,1.2666666666666666,147.074617591002,28,0.0033555918330329094
0.9261792283731792,0.5586676350284969,0.993088811128155,1.5456571760882978,0.008091352272977588,0.009243656494007014,1.011111111111111,1.2777777777777777,145.77082130674364,29,0.0021661337012688357
0.9236176837281127,0.5715591719970621,0.9959868476591459,1.6786959346866612,0.006102031319212337,0.006875139392946688,0.9222222222222223,1.2555555555555555,145.02790279027903,30,0.0038317253835760704
0.9185196314380725,0.577938235680197,0.9933027242435853,1.6819856734663758,0.007897997504090289,0.008948632442448754,0.9722222222222222,1.238888888888889,145.106018412058,31,0.0027766739712685663
