m,c,r,se_slope,se_intercept,xmin,xmax,nn_mean,segment,total_variance
0.19094125694228353,0.3246554205377047,0.34692094994423445,0.03472378380312686,0.02290462976423266,0.5833333333333334,0.85,0.65802192326856,0,0.0006393392930423638
0.12763191268938248,0.32434795743667655,0.4102685894882085,0.01846771034886288,0.011001394384755885,0.5444444444444444,0.6916666666666667,0.5947478991596639,1,0.00011081175389545795
-0.0255664795380199,0.42236042392436524,-0.04512630949265825,0.03807170529916349,0.020305466466124023,0.48055555555555557,0.6083333333333333,0.5325734927752864,2,0.0002649793982148678
-0.27369057297462,0.6070745150489977,-0.25622640495529875,0.07193772220229407,0.046554946374548704,0.5694444444444444,0.7361111111111112,0.6467147435897436,4,0.0006517750337862516
-1.3238434133456616,1.3658941853666164,-0.7648701812344747,0.10053252034526522,0.06853498440904396,0.5833333333333334,0.75,0.6808666666666668,6,0.003481374814814815
-0.3864849063958829,0.7158219098348952,-0.65699246173078,0.030603746970314417,0.021681018248564485,0.6277777777777778,0.7583333333333333,0.7077961215932913,7,0.0003171594335227596
-0.16371218665561296,0.5628508469189593,-0.491769284489113,0.019814996854813298,0.013738493499948757,0.6194444444444445,0.7638888888888888,0.692309670781893,8,0.0001579402011465055
-0.2687495977817619,0.6678154519310664,-0.7447124541877915,0.016987830620626976,0.012589472406833703,0.6444444444444445,0.7916666666666666,0.7407224958949097,9,7.047783221272825e-05
-0.1749358004509915,0.5808094057035783,-0.392913951884311,0.027987340388901442,0.019428725522370738,0.6194444444444445,0.775,0.69320987654321,10,0.0002714582116123898
-0.08405521191481226,0.5308956848069366,-0.35413530354404393,0.01565666281754349,0.011591588739959885,0.675,0.8277777777777777,0.7397099069512862,11,5.432260542390204e-05
-0.14739316620919107,0.581665210409246,-0.553353656815017,0.015970296264185904,0.012324776757415666,0.7138888888888889,0.8305555555555556,0.7713247863247865,12,4.449963880163305e-05
-0.0790839997618718,0.5319383644553808,-0.3584616208169867,0.014749036969258271,0.011209801638498018,0.6694444444444444,0.825,0.7593767625493514,13,4.876684770523828e-05
-0.11216717290245752,0.563556894397713,-0.6349237778111846,0.00995418680338189,0.007886381453835032,0.7,0.8444444444444444,0.7915935672514619,14,3.332734858588971e-05
-0.17427839781946344,0.6132449719149979,-0.7095937308694377,0.012757757103158468,0.010260262789732901,0.75,0.8555555555555555,0.8038679808841099,15,3.581463781583258e-05
-0.22384046314670392,0.6531019506200486,-0.7158098521427079,0.016011187362787265,0.012763122870848239,0.7222222222222222,0.8361111111111111,0.7968528368794326,16,4.4419679034700934e-05
-0.19537097451980787,0.629053831896324,-0.740218835417331,0.01304727478155676,0.0104837784159292,0.7305555555555555,0.8555555555555555,0.8031937017231137,17,3.679802463487061e-05
-0.1806713749963498,0.6217588054061896,-0.6317646817958379,0.016387018577653897,0.013335906862802529,0.7472222222222222,0.8527777777777777,0.8135435435435434,18,3.535968400833268e-05
-0.1253578852445199,0.5789281900422824,-0.5398266305400747,0.014489663910874834,0.011820122221959536,0.7138888888888889,0.8777777777777778,0.8153230676328502,19,3.863767970080984e-05
-0.08535449105247486,0.5474688968507827,-0.3475876478686561,0.016928394703002957,0.013582157008458915,0.7166666666666667,0.8583333333333333,0.8018716577540106,20,4.432673877992113e-05
-0.0845682611468099,0.545500207868982,-0.3886762826327422,0.014819377031698909,0.01200048447358207,0.7305555555555555,0.8666666666666667,0.8093243243243243,21,3.518293067842621e-05
-0.18314950419142018,0.6276563449241979,-0.7385784337428065,0.012426181360086727,0.010179867360702784,0.7527777777777778,0.8861111111111111,0.8188372799028536,22,3.928874378872891e-05
-0.13540398785458604,0.5883496421221018,-0.7675944237982172,0.008117332999550452,0.006224766283205713,0.6555555555555556,0.8583333333333333,0.7653202947845806,23,7.286942554799694e-05
-0.21152005531262189,0.6398273812999861,-0.7019692511085225,0.015569083717245363,0.012203588714328202,0.7222222222222222,0.8333333333333334,0.7834924768518517,24,4.870672448345335e-05
-0.13461446882766717,0.5763073741277976,-0.6686238025199651,0.010776336063304253,0.008269375337945471,0.6611111111111111,0.8333333333333334,0.7662250712250712,25,7.081598363649641e-05
0.0990679604135223,0.38365880672282476,0.32568582746897246,0.022526411329620702,0.01619187173399449,0.5833333333333334,0.8361111111111111,0.7158754208754209,26,0.0003875613599519325
0.09026810258490296,0.3933658929136148,0.2047963908798061,0.041135016189956866,0.02922739076570047,0.6388888888888888,0.8166666666666667,0.7092757936507937,27,0.0003441294052343161
-0.17404847540519455,0.6038792569173651,-0.6840618208545013,0.014536543077083698,0.011779679399609078,0.7166666666666667,0.8638888888888889,0.8098316498316497,28,5.4307383600312885e-05
-0.12966423036764316,0.5791659797402503,-0.4579752989678178,0.018605322796250028,0.015036876964961251,0.7472222222222222,0.8694444444444445,0.8078678678678678,29,4.3409174940706456e-05
-0.14805285387328462,0.604860441833057,-0.6086055212117981,0.014191462572209178,0.011435180073700783,0.7083333333333334,0.8666666666666667,0.8051841948900773,30,5.668865792594421e-05
-0.1483488609709693,0.6057000691488513,-0.5104706953559817,0.01847282666707757,0.014946230257567805,0.7361111111111112,0.8611111111111112,0.8086636636636637,31,5.862619376132887e-05
-0.18300340991593925,0.6323883136877979,-0.5581847001802537,0.01978701099399639,0.015575286113506254,0.7083333333333334,0.8527777777777777,0.7866783013379871,32,7.928700243421143e-05
-0.13185692050717474,0.5957831388825617,-0.4770894608084695,0.01780999226938005,0.01423093733374211,0.7166666666666667,0.8583333333333333,0.7985815602836879,33,5.6226911232947104e-05
-0.15547396646662698,0.6040583331922184,-0.48990899762663054,0.019914403899403046,0.015286891296538515,0.7055555555555556,0.825,0.7671509971509972,34,7.402050308033206e-05
-0.13794722185020356,0.5960142589705932,-0.5028600492622864,0.017112513861620222,0.013284917762185922,0.7111111111111111,0.8305555555555556,0.7759450171821306,35,4.4697977638956134e-05
-0.013198708852136285,0.5003295287490633,-0.04297479663757516,0.02220237990509564,0.017216873561868802,0.7138888888888889,0.8305555555555556,0.7752014968336213,36,3.6598877954798045e-05
-0.2139168286630674,0.6583848781934427,-0.4941171979028064,0.027523994881280486,0.021315529850615814,0.6777777777777778,0.8416666666666667,0.7737948265726046,37,0.0001856051062400269
-0.1000962101789293,0.5641901354407602,-0.28693723052646736,0.023808946689990992,0.0179082507354857,0.6805555555555556,0.8,0.7517308766052484,38,7.940627512523845e-05
-0.2760248035802216,0.6923151775464365,-0.5104072176274063,0.03321756521187506,0.025143858713226178,0.7138888888888889,0.8111111111111111,0.7567059483726151,39,0.00010567389822907962
-0.23267031537646016,0.6701643879420737,-0.5841197262194586,0.023152610278719624,0.01764195099306968,0.7138888888888889,0.8444444444444444,0.7615341229554429,40,0.00010908599857039651
-0.33535025673688384,0.7472271513728181,-0.6256486171580053,0.03009834112200111,0.023184461696168068,0.7194444444444444,0.8277777777777777,0.769928774928775,41,0.00015999870130924268
-0.37767527393122863,0.7891135594365135,-0.6540733725914517,0.03152178850312686,0.024461570389656254,0.725,0.8333333333333334,0.7757445589919817,42,0.00014303434851580237
-0.20484497330531126,0.6388160786870168,-0.28128177128431736,0.05004585013469402,0.037561579878097225,0.6694444444444444,0.8111111111111111,0.7498025944726452,43,0.0005894299050525698
-0.2427555513393316,0.6650689413577315,-0.6385320632101862,0.021060572277332296,0.016218737003585747,0.7,0.8777777777777778,0.7696438746438747,44,0.00010140664442658734
-0.10324154531847958,0.571873342521011,-0.38545442917576406,0.017977269253968923,0.014122083902195201,0.7027777777777777,0.8277777777777777,0.785194880744619,45,4.026787493980462e-05
-0.2529513924137622,0.6735096273066121,-0.4030596992913687,0.04188825786660054,0.03036984336466677,0.6194444444444445,0.8555555555555555,0.7235087719298245,46,0.000862423480729113
0.17164124002985168,0.3361612233126763,0.3774542570907425,0.029482646040922652,0.021491267987357145,0.6444444444444445,0.8027777777777778,0.7281283710895361,47,0.00024646337433043713
-0.12761124218432937,0.582773167286876,-0.5012627709077088,0.01606603883906307,0.01270473849697269,0.7333333333333333,0.8388888888888889,0.79046783625731,48,3.222273520057447e-05
-0.05875297476048463,0.5264911705949538,-0.13336916176360866,0.03192687419366377,0.02436931680336132,0.6555555555555556,0.8555555555555555,0.7620811287477955,49,0.00035648878257801104
-0.19042071209389938,0.6200386580183256,-0.7786069428582579,0.011046870138458209,0.008520238396131105,0.6888888888888889,0.8472222222222222,0.7704273504273503,50,7.869578980690086e-05
-0.07942496904280903,0.5424426471191376,-0.2945620017991274,0.018499939959743125,0.014143013813291892,0.7194444444444444,0.8055555555555556,0.764200680272109,51,3.212396069538921e-05
-0.19177372890145647,0.6319771402240343,-0.6121850023421804,0.017829842671646823,0.013714511420556273,0.7083333333333334,0.8222222222222222,0.7688603988603988,52,4.9533688849928116e-05
-0.16767624513449478,0.6089888449357889,-0.5838902412455427,0.016695118640011213,0.012750169515548424,0.7111111111111111,0.8222222222222222,0.763353073886069,53,4.4499350888762215e-05
-0.14651169551510632,0.5909876289873018,-0.6843387694769221,0.011236934268117196,0.008648232245375663,0.6777777777777778,0.8388888888888889,0.7686182336182334,54,7.102539752112399e-05
-0.22550091564709238,0.6408662541130458,-0.6287854019849984,0.01942927997214577,0.013956239051460892,0.5944444444444444,0.8,0.7162393162393161,55,0.0003819836810121265
-0.12957906428668076,0.5650899822474115,-0.44649235825424133,0.01822605483770996,0.013249310693976054,0.6555555555555556,0.7833333333333333,0.7265176151761518,56,5.212652668532104e-05
