VN,segment,nn_avg,VV,NV,NN
154.0,0,128.00877192982455,190.32336065272477,36.32336065272477,95.16168032636239
155.0,0,128.00877192982455,191.2370476767006,36.2370476767006,95.6185238383503
151.0,0,128.00877192982455,187.7095211733124,36.709521173312396,93.8547605866562
150.0,0,128.00877192982455,186.78174450456711,36.781744504567115,93.39087225228356
150.0,0,128.00877192982455,186.81125638881693,36.81125638881693,93.40562819440846
151.0,0,128.00877192982455,187.666819067888,36.666819067888014,93.833409533944
152.0,0,128.00877192982455,188.57081081805788,36.57081081805788,94.28540540902894
152.0,0,128.00877192982455,188.56852565822032,36.568525658220324,94.28426282911016
152.0,0,128.00877192982455,188.55382119811563,36.55382119811563,94.27691059905781
152.0,0,128.00877192982455,188.55651786438136,36.55651786438136,94.27825893219068
152.0,0,128.00877192982455,188.56917354736422,36.569173547364215,94.28458677368211
153.0,0,128.00877192982455,189.4557594287472,36.4557594287472,94.7278797143736
153.0,0,117.14728682170542,184.89677008926876,31.896770089268756,92.44838504463438
155.0,0,117.14728682170542,186.66781107016513,31.66781107016513,93.33390553508256
155.0,0,117.14728682170542,186.67061128869668,31.670611288696676,93.33530564434834
154.0,0,117.14728682170542,185.77376807939163,31.77376807939163,92.88688403969581
154.0,0,117.14728682170542,185.77594249392075,31.775942493920752,92.88797124696038
152.0,0,117.14728682170542,184.01415238440987,32.01415238440987,92.00707619220493
152.0,0,117.14728682170542,184.00942439037584,32.00942439037584,92.00471219518792
152.0,0,117.14728682170542,183.99747128411377,31.99747128411377,91.99873564205689
151.0,0,117.14728682170542,183.15081123538522,32.15081123538522,91.57540561769261
152.0,0,117.14728682170542,184.0089033022576,32.00890330225761,92.0044516511288
153.0,0,117.14728682170542,184.89201883484773,31.892018834847732,92.44600941742387
158.0,0,117.14728682170542,189.32100242690427,31.321002426904272,94.66050121345214
157.0,0,117.14728682170542,188.41454271832345,31.414542718323446,94.20727135916172
158.0,0,117.14728682170542,189.30722212810585,31.30722212810585,94.65361106405292
157.0,0,117.14728682170542,188.41486367517913,31.414863675179134,94.20743183758957
154.0,0,117.14728682170542,185.77702386795266,31.777023867952664,92.88851193397633
151.0,0,117.14728682170542,183.13298407495418,32.13298407495418,91.56649203747709
147.0,0,117.14728682170542,179.57933141108856,32.57933141108856,89.78966570554428
147.0,0,117.14728682170542,179.56371496470513,32.56371496470513,89.78185748235256
146.0,0,117.14728682170542,178.7068769344515,32.706876934451486,89.35343846722574
145.0,0,117.14728682170542,177.82136083037688,32.821360830376875,88.91068041518844
145.0,0,117.14728682170542,177.80046439060888,32.80046439060888,88.90023219530444
142.0,0,117.14728682170542,175.1551815177964,33.15518151779639,87.5775907588982
142.0,0,117.14728682170542,175.1458121398511,33.1458121398511,87.57290606992555
142.0,0,117.14728682170542,175.1526864380757,33.152686438075705,87.57634321903785
141.0,0,117.14728682170542,174.25987255226354,33.259872552263545,87.12993627613177
141.0,0,117.14728682170542,174.2381829665652,33.238182966565205,87.1190914832826
143.0,0,117.14728682170542,176.0487279949094,33.0487279949094,88.0243639974547
144.0,0,117.14728682170542,176.92382485050092,32.92382485050092,88.46191242525046
146.0,0,117.14728682170542,178.694031991864,32.694031991863994,89.347015995932
149.0,0,117.14728682170542,181.35111213805183,32.35111213805183,90.67555606902592
153.0,0,117.14728682170542,184.87314703507695,31.873147035076954,92.43657351753848
157.0,0,117.14728682170542,188.4500097788284,31.450009778828388,94.2250048894142
157.0,0,117.14728682170542,188.44163240966722,31.44163240966722,94.22081620483361
159.0,0,117.14728682170542,190.20913038126872,31.20913038126872,95.10456519063436
157.0,0,117.14728682170542,188.42751900843908,31.427519008439077,94.21375950421954
157.0,0,117.14728682170542,188.43085994549702,31.43085994549702,94.21542997274851
156.0,0,117.14728682170542,187.5514668571676,31.55146685716761,93.7757334285838
153.0,0,117.14728682170542,184.8650139300853,31.865013930085297,92.43250696504265
155.0,0,117.14728682170542,186.66733431995448,31.667334319954477,93.33366715997724
154.0,0,117.14728682170542,185.790898444583,31.790898444583007,92.8954492222915
158.0,0,117.14728682170542,189.32391452433384,31.323914524333844,94.66195726216692
159.0,0,117.14728682170542,190.1863688252459,31.186368825245893,95.09318441262295
162.0,0,117.14728682170542,192.83900466472946,30.83900466472946,96.41950233236473
163.0,0,117.14728682170542,193.73871398642132,30.738713986421317,96.86935699321066
161.0,0,117.14728682170542,191.96293403566227,30.962934035662272,95.98146701783114
162.0,0,117.14728682170542,192.85693560756354,30.856935607563543,96.42846780378177
159.0,0,117.14728682170542,190.2159074315751,31.21590743157509,95.10795371578754
158.0,0,117.14728682170542,189.28100975436718,31.281009754367176,94.64050487718359
157.0,0,117.14728682170542,188.45443513124889,31.454435131248886,94.22721756562444
155.0,0,117.14728682170542,186.66630675399907,31.666306753999066,93.33315337699953
151.0,0,117.14728682170542,183.12654383121335,32.126543831213354,91.56327191560668
148.0,0,117.14728682170542,180.48381246966923,32.48381246966923,90.24190623483462
145.0,0,117.14728682170542,177.8312239028523,32.83122390285229,88.91561195142614
142.0,0,117.14728682170542,175.14755270861176,33.147552708611755,87.57377635430588
142.0,0,117.14728682170542,175.1651896749003,33.16518967490029,87.58259483745015
140.0,0,117.14728682170542,173.38920227782216,33.389202277822164,86.69460113891108
140.0,0,117.14728682170542,173.38780138765884,33.38780138765884,86.69390069382942
142.0,0,117.14728682170542,175.15131727491547,33.15131727491547,87.57565863745774
143.0,0,117.14728682170542,176.0571110021874,33.05711100218741,88.0285555010937
145.0,0,117.14728682170542,177.80323608384822,32.80323608384822,88.90161804192411
147.0,0,117.14728682170542,179.59432259118014,32.594322591180145,89.79716129559007
148.0,0,117.14728682170542,180.44989108166817,32.44989108166817,90.22494554083409
147.0,0,117.14728682170542,179.57989628492416,32.57989628492416,89.78994814246208
147.0,0,111.86466165413532,177.38329790600227,30.38329790600227,88.69164895300113
148.0,0,111.86466165413532,178.2724736067111,30.272473606711088,89.13623680335554
147.0,0,111.86466165413532,177.37295338656438,30.372953386564376,88.68647669328219
148.0,0,111.86466165413532,178.2331676377107,30.233167637710693,89.11658381885535
148.0,0,111.86466165413532,178.2396294541117,30.239629454111707,89.11981472705585
149.0,0,111.86466165413532,179.13323179715366,30.133231797153655,89.56661589857683
150.0,0,111.86466165413532,180.02605290056974,30.026052900569738,90.01302645028487
149.0,0,111.86466165413532,179.1402449681102,30.14024496811021,89.5701224840551
152.0,0,111.86466165413532,181.77084327788387,29.77084327788387,90.88542163894193
151.0,0,111.86466165413532,180.90609524852226,29.906095248522263,90.45304762426113
152.0,0,111.86466165413532,181.80466366539338,29.804663665393377,90.90233183269669
153.0,0,111.86466165413532,182.68468261830293,29.68468261830293,91.34234130915146
152.0,0,111.86466165413532,181.77525453718638,29.775254537186385,90.88762726859319
152.0,0,111.86466165413532,181.8015836088574,29.801583608857413,90.9007918044287
149.0,0,111.86466165413532,179.11211952225716,30.11211952225716,89.55605976112858
149.0,0,111.86466165413532,179.13188817032633,30.131888170326334,89.56594408516317
146.0,0,111.86466165413532,176.48707832399035,30.487078323990346,88.24353916199517
149.0,0,111.86466165413532,179.1365982321899,30.136598232189897,89.56829911609495
148.0,0,111.86466165413532,178.23478713041746,30.23478713041746,89.11739356520873
149.0,0,111.86466165413532,179.13109525575305,30.131095255753053,89.56554762787653
149.0,0,111.86466165413532,179.1311630060597,30.131163006059694,89.56558150302985
148.0,0,111.86466165413532,178.24324568916018,30.243245689160176,89.12162284458009
152.0,0,111.86466165413532,181.77207806195722,29.772078061957217,90.88603903097861
152.0,0,111.86466165413532,181.7910131734086,29.7910131734086,90.8955065867043
151.0,0,111.86466165413532,180.8904803306838,29.8904803306838,90.4452401653419
152.0,0,111.86466165413532,181.80998029346677,29.809980293466765,90.90499014673338
149.0,0,111.86466165413532,179.152802019399,30.15280201939899,89.5764010096995
147.0,0,111.86466165413532,177.36573403866797,30.365734038667966,88.68286701933398
146.0,0,111.86466165413532,176.47036981946036,30.47036981946036,88.23518490973018
142.0,0,111.86466165413532,172.92366032319026,30.923660323190262,86.46183016159513
141.0,0,111.86466165413532,172.05959847463066,31.05959847463066,86.02979923731533
138.0,0,111.86466165413532,169.4024796416274,31.402479641627394,84.7012398208137
135.0,0,111.86466165413532,166.7410689799456,31.741068979945595,83.3705344899728
136.0,0,111.86466165413532,167.61819306903035,31.618193069030355,83.80909653451518
135.0,0,111.86466165413532,166.73483890366936,31.734838903669356,83.36741945183468
140.0,0,111.86466165413532,171.1774844836977,31.177484483697697,85.58874224184885
143.0,0,111.86466165413532,173.81458625424904,30.814586254249036,86.90729312712452
143.0,0,111.86466165413532,173.82463584334718,30.82463584334718,86.91231792167359
147.0,0,111.86466165413532,177.35124792203683,30.351247922036833,88.67562396101842
145.0,0,111.86466165413532,175.61139908094867,30.611399080948672,87.80569954047434
145.0,0,111.86466165413532,175.58191147422076,30.58191147422076,87.79095573711038
144.0,0,111.86466165413532,174.7096093173851,30.709609317385087,87.35480465869254
140.0,0,111.86466165413532,171.1685482635119,31.168548263511894,85.58427413175595
139.0,0,111.86466165413532,170.26922489803133,31.269224898031325,85.13461244901566
136.0,0,111.86466165413532,167.61390255195485,31.61390255195485,83.80695127597743
139.0,0,111.86466165413532,170.26771152347325,31.267711523473253,85.13385576173663
138.0,0,111.86466165413532,169.39998542328337,31.39998542328337,84.69999271164168
138.0,0,111.86466165413532,169.37334019895965,31.373340198959653,84.68667009947983
142.0,0,111.86466165413532,172.95001941759597,30.950019417595968,86.47500970879798
146.0,0,111.86466165413532,176.4987815180913,30.498781518091306,88.24939075904565
149.0,0,111.86466165413532,179.14353590462582,30.14353590462582,89.57176795231291
149.0,0,111.86466165413532,179.13641338451362,30.136413384513617,89.56820669225681
152.0,0,111.86466165413532,181.79866178735435,29.798661787354348,90.89933089367717
155.0,0,111.86466165413532,184.46004065849465,29.46004065849465,92.23002032924732
155.0,0,111.86466165413532,184.4471741737388,29.4471741737388,92.2235870868694
154.0,0,111.86466165413532,183.55522353296587,29.55522353296587,91.77761176648293
153.0,0,111.86466165413532,182.673815553921,29.673815553921003,91.3369077769605
152.0,0,111.86466165413532,181.80815410506528,29.808154105065285,90.90407705253264
150.0,0,111.86466165413532,180.00402274123405,30.004022741234053,90.00201137061703
147.0,0,111.86466165413532,177.34977591251942,30.34977591251942,88.67488795625971
144.0,0,111.86466165413532,174.67806776722932,30.678067767229322,87.33903388361466
141.0,0,111.86466165413532,172.04475622932654,31.044756229326538,86.02237811466327
137.0,0,111.86466165413532,168.51748994036663,31.51748994036663,84.25874497018332
134.0,0,111.86466165413532,165.8561059098565,31.856105909856495,82.92805295492825
135.0,0,111.86466165413532,166.7454053885876,31.745405388587614,83.3727026942938
133.0,0,111.86466165413532,164.96637387878104,31.96637387878104,82.48318693939052
135.0,0,111.86466165413532,166.74606104232922,31.746061042329217,83.37303052116461
136.0,0,117.86614173228348,170.1374432985233,34.137443298523294,85.06872164926165
141.0,0,117.86614173228348,174.57250771904876,33.57250771904876,87.28625385952438
142.0,0,117.86614173228348,175.44870849751746,33.44870849751746,87.72435424875873
147.0,0,117.86614173228348,179.8733518812943,32.8733518812943,89.93667594064715
150.0,0,117.86614173228348,182.5391935446463,32.53919354464631,91.26959677232315
152.0,0,117.86614173228348,184.31678091271056,32.316780912710556,92.15839045635528
156.0,0,117.86614173228348,187.85765070823726,31.85765070823726,93.92882535411863
159.0,0,117.86614173228348,190.49517866751026,31.49517866751026,95.24758933375513
160.0,0,117.86614173228348,191.37816869820898,31.37816869820898,95.68908434910449
162.0,0,117.86614173228348,193.16915964725095,31.16915964725095,96.58457982362548
159.0,0,117.86614173228348,190.49772624837837,31.49772624837837,95.24886312418919
161.0,0,117.86614173228348,192.28048229973876,31.280482299738765,96.14024114986938
161.0,0,117.86614173228348,192.26911615660657,31.26911615660657,96.13455807830329
161.0,0,117.86614173228348,192.28044273406374,31.28044273406374,96.14022136703187
163.0,0,117.86614173228348,194.04348637436394,31.043486374363937,97.02174318718197
163.0,0,117.86614173228348,194.03906614432165,31.03906614432165,97.01953307216083
164.0,0,117.86614173228348,194.9223712884685,30.922371288468497,97.46118564423425
162.0,0,117.86614173228348,193.17320385831707,31.173203858317066,96.58660192915853
162.0,0,117.86614173228348,193.13421598114215,31.134215981142148,96.56710799057107
163.0,0,117.86614173228348,194.03743630788466,31.03743630788466,97.01871815394233
163.0,0,117.86614173228348,194.06786578114236,31.06786578114236,97.03393289057118
166.0,0,117.86614173228348,196.6826898210173,30.682689821017306,98.34134491050865
167.0,0,117.86614173228348,197.57572038448015,30.57572038448015,98.78786019224007
167.0,0,117.86614173228348,197.58517488272736,30.585174882727358,98.79258744136368
161.0,0,117.86614173228348,192.26583040241132,31.265830402411325,96.13291520120566
157.0,0,117.86614173228348,188.75175033873404,31.75175033873404,94.37587516936702
151.0,0,117.86614173228348,183.41395108826978,32.41395108826978,91.70697554413489
149.0,0,117.86614173228348,181.6642205475905,32.6642205475905,90.83211027379525
152.0,0,117.86614173228348,184.31221634355634,32.312216343556344,92.15610817177817
155.0,0,117.86614173228348,186.96490472295787,31.96490472295787,93.48245236147893
159.0,0,117.86614173228348,190.52091451159018,31.520914511590178,95.26045725579509
163.0,0,117.86614173228348,194.02939934744882,31.029399347448816,97.01469967372441
169.0,0,117.86614173228348,199.36227064219798,30.362270642197984,99.68113532109899
173.0,0,117.86614173228348,202.88235107374084,29.882351073740836,101.44117553687042
173.0,0,117.86614173228348,202.86788853818945,29.867888538189447,101.43394426909472
173.0,0,117.86614173228348,202.89031371816023,29.89031371816023,101.44515685908011
172.0,0,117.86614173228348,202.00934226411485,30.00934226411485,101.00467113205742
168.0,0,117.86614173228348,198.49918678006642,30.499186780066424,99.24959339003321
163.0,1,117.86614173228348,194.040460793514,31.040460793514,97.020230396757
160.0,1,117.86614173228348,191.38906644424964,31.389066444249636,95.69453322212482
159.0,1,117.86614173228348,190.51538289690367,31.515382896903674,95.25769144845184
159.0,1,117.86614173228348,190.49516017677448,31.495160176774476,95.24758008838724
158.0,1,117.86614173228348,189.62727871318697,31.627278713186968,94.81363935659348
155.0,1,117.86614173228348,186.96440271190457,31.96440271190457,93.48220135595228
157.0,1,117.86614173228348,188.7367826342752,31.736782634275187,94.3683913171376
155.0,1,117.86614173228348,186.98029849780482,31.980298497804824,93.49014924890241
158.0,1,117.86614173228348,189.62360496968617,31.62360496968617,94.81180248484308
162.0,1,117.86614173228348,193.14364667626168,31.14364667626168,96.57182333813084
166.0,1,117.86614173228348,196.67925715493413,30.679257154934135,98.33962857746707
171.0,1,117.86614173228348,201.13306900626833,30.13306900626833,100.56653450313416
173.0,1,117.86614173228348,202.89360475611906,29.89360475611906,101.44680237805953
173.0,1,117.86614173228348,202.89480251182334,29.894802511823343,101.44740125591167
172.0,1,117.86614173228348,202.00417242499563,30.00417242499563,101.00208621249782
167.0,1,117.86614173228348,197.57966003293163,30.579660032931628,98.78983001646581
159.0,1,117.86614173228348,190.51883029305574,31.518830293055743,95.25941514652787
152.0,1,117.86614173228348,184.29970708930676,32.299707089306764,92.14985354465338
149.0,1,117.86614173228348,181.64055924957574,32.640559249575745,90.82027962478787
157.0,1,117.86614173228348,188.73123445096158,31.73123445096158,94.36561722548079
163.0,1,117.86614173228348,194.04415498147895,31.044154981478954,97.02207749073948
160.0,1,117.86614173228348,191.37427460179592,31.374274601795918,95.68713730089796
148.0,1,117.86614173228348,180.7542880842101,32.75428808421009,90.37714404210504
126.0,1,117.86614173228348,161.2684961510707,35.26849615107071,80.63424807553535
148.0,1,117.86614173228348,180.760218489445,32.76021848944501,90.3801092447225
156.0,1,105.98591549295774,182.8706680929605,26.8706680929605,91.43533404648025
164.0,1,105.98591549295774,189.9304260478173,25.930426047817292,94.96521302390865
168.0,1,105.98591549295774,193.47007878372995,25.470078783729946,96.73503939186497
169.0,1,105.98591549295774,194.3509447961372,25.350944796137213,97.1754723980686
168.0,1,105.98591549295774,193.47317462211976,25.473174622119757,96.73658731105988
150.0,1,105.98591549295774,177.5552807886583,27.555280788658308,88.77764039432915
152.0,1,105.98591549295774,179.31544401031428,27.31544401031428,89.65772200515714
149.0,1,105.98591549295774,176.63355327660634,27.633553276606335,88.31677663830317
145.0,1,105.98591549295774,173.12284149550933,28.122841495509334,86.56142074775467
143.0,1,105.98591549295774,171.36062350066825,28.360623500668254,85.68031175033413
140.0,1,105.98591549295774,168.70717719800453,28.70717719800453,84.35358859900226
139.0,1,105.98591549295774,167.813904732955,28.813904732954995,83.9069523664775
137.0,1,105.98591549295774,166.04291793030262,29.04291793030262,83.02145896515131
137.0,1,105.98591549295774,166.03379244057862,29.033792440578623,83.01689622028931
136.0,1,105.98591549295774,165.157778560232,29.157778560232003,82.578889280116
139.0,1,105.98591549295774,167.7945086770487,28.794508677048697,83.89725433852435
140.0,1,105.98591549295774,168.68691353912746,28.68691353912746,84.34345676956373
139.0,1,105.98591549295774,167.81709101298472,28.81709101298472,83.90854550649236
141.0,1,105.98591549295774,169.57585176692865,28.57585176692865,84.78792588346433
141.0,1,105.98591549295774,169.60088653930714,28.60088653930714,84.80044326965357
143.0,1,105.98591549295774,171.34829264617366,28.34829264617366,85.67414632308683
142.0,1,105.98591549295774,170.48193955786869,28.481939557868685,85.24096977893434
142.0,1,105.98591549295774,170.4786798548285,28.4786798548285,85.23933992741425
140.0,1,105.98591549295774,168.69348687100856,28.69348687100856,84.34674343550428
140.0,1,105.98591549295774,168.71355332753834,28.713553327538335,84.35677666376917
138.0,1,105.98591549295774,166.92246157403767,28.92246157403767,83.46123078701883
138.0,1,105.98591549295774,166.92926179339764,28.929261793397643,83.46463089669882
137.0,1,105.98591549295774,166.0470001903498,29.04700019034979,83.0235000951749
138.0,1,105.98591549295774,166.93334705063148,28.933347050631482,83.46667352531574
139.0,1,105.98591549295774,167.806490062111,28.80649006211101,83.9032450310555
139.0,1,105.98591549295774,167.80123050389224,28.801230503892242,83.90061525194612
140.0,1,105.98591549295774,168.68278729173826,28.682787291738265,84.34139364586913
140.0,1,105.98591549295774,168.6845775944633,28.684577594463292,84.34228879723165
141.0,1,105.98591549295774,169.56974380804667,28.569743808046667,84.78487190402333
140.0,1,105.98591549295774,168.70028121505914,28.700281215059135,84.35014060752957
142.0,1,105.98591549295774,170.477182918563,28.47718291856299,85.2385914592815
139.0,1,105.98591549295774,167.79955159376175,28.79955159376175,83.89977579688087
138.0,1,105.98591549295774,166.9427045968194,28.942704596819397,83.4713522984097
140.0,1,105.98591549295774,168.6746688478556,28.6746688478556,84.3373344239278
139.0,1,105.98591549295774,167.80420738121782,28.80420738121782,83.90210369060891
140.0,1,105.98591549295774,168.70402228712592,28.704022287125923,84.35201114356296
137.0,1,105.98591549295774,166.04748528992704,29.04748528992704,83.02374264496352
137.0,1,105.98591549295774,166.0266008738075,29.026600873807496,83.01330043690375
136.0,1,105.98591549295774,165.16149866820194,29.161498668201943,82.58074933410097
136.0,1,105.98591549295774,165.14641125669286,29.146411256692858,82.57320562834643
135.0,1,105.98591549295774,164.2549589708312,29.25495897083121,82.1274794854156
135.0,1,105.98591549295774,164.26144671537978,29.261446715379776,82.13072335768989
137.0,1,105.98591549295774,166.0313871248531,29.031387124853097,83.01569356242655
137.0,1,105.98591549295774,166.04178300106858,29.04178300106858,83.02089150053429
137.0,1,105.98591549295774,166.03176608784585,29.031766087845853,83.01588304392293
138.0,1,105.98591549295774,166.95016418817343,28.95016418817343,83.47508209408672
137.0,1,105.98591549295774,166.05423877618563,29.054238776185628,83.02711938809281
137.0,1,105.98591549295774,166.03789310113004,29.037893101130038,83.01894655056502
137.0,1,105.98591549295774,166.0475143723145,29.04751437231451,83.02375718615725
138.0,1,105.98591549295774,166.93540446387868,28.935404463878683,83.46770223193934
139.0,1,105.98591549295774,167.81704350451187,28.817043504511872,83.90852175225594
139.0,1,105.98591549295774,167.8115239083683,28.811523908368287,83.90576195418414
139.0,1,105.98591549295774,167.79228641113755,28.792286411137553,83.89614320556878
137.0,1,105.98591549295774,166.05613027926225,29.05613027926225,83.02806513963112
137.0,1,105.98591549295774,166.036350657602,29.036350657601986,83.018175328801
135.0,1,105.98591549295774,164.2507065085382,29.2507065085382,82.1253532542691
133.0,1,105.98591549295774,162.50126630656865,29.501266306568652,81.25063315328433
133.0,1,105.98591549295774,162.5055243173718,29.505524317371794,81.2527621586859
132.0,1,105.98591549295774,161.61523279761988,29.615232797619882,80.80761639880994
123.0,1,105.98591549295774,153.64248717558448,30.642487175584478,76.82124358779224
131.0,1,105.98591549295774,160.72448605397796,29.724486053977955,80.36224302698898
131.0,1,105.98591549295774,160.7273232437604,29.727323243760395,80.3636616218802
130.0,1,105.98591549295774,159.82561038134446,29.82561038134446,79.91280519067223
131.0,1,105.98591549295774,160.7206535997857,29.72065359978569,80.36032679989285
129.0,1,105.98591549295774,158.96782357566522,29.96782357566522,79.48391178783261
130.0,1,102.74657534246576,158.4734027416728,28.4734027416728,79.2367013708364
129.0,1,102.74657534246576,157.59883153435786,28.598831534357856,78.79941576717893
130.0,1,102.74657534246576,158.48363814805248,28.483638148052478,79.24181907402624
131.0,1,102.74657534246576,159.3657404238352,28.365740423835206,79.6828702119176
131.0,1,102.74657534246576,159.37424149483596,28.374241494835957,79.68712074741798
132.0,1,102.74657534246576,160.24937409017983,28.249374090179828,80.12468704508991
131.0,1,102.74657534246576,159.37252817283522,28.372528172835217,79.68626408641761
135.0,1,102.74657534246576,162.92107364032432,27.921073640324323,81.46053682016216
134.0,1,102.74657534246576,162.02807897406518,28.02807897406518,81.01403948703259
135.0,1,102.74657534246576,162.892751469779,27.892751469779,81.4463757348895
136.0,1,102.74657534246576,163.7731090925651,27.773109092565107,81.88655454628255
136.0,1,102.74657534246576,163.79077784399487,27.790777843994874,81.89538892199744
135.0,1,102.74657534246576,162.89542867540732,27.895428675407317,81.44771433770366
136.0,1,102.74657534246576,163.80009036209933,27.800090362099326,81.90004518104966
137.0,1,102.74657534246576,164.6879696185001,27.68796961850009,82.34398480925005
137.0,1,102.74657534246576,164.69828327512562,27.69828327512562,82.34914163756281
137.0,1,102.74657534246576,164.691543188628,27.691543188628003,82.345771594314
137.0,1,102.74657534246576,164.67485941908672,27.674859419086715,82.33742970954336
137.0,1,102.74657534246576,164.6699946013824,27.6699946013824,82.3349973006912
137.0,1,102.74657534246576,164.67360828724387,27.673608287243866,82.33680414362193
138.0,1,102.74657534246576,165.57548123578542,27.575481235785418,82.78774061789271
138.0,1,102.74657534246576,165.58700101933348,27.587001019333485,82.79350050966674
139.0,1,102.74657534246576,166.44696447790037,27.446964477900366,83.22348223895018
138.0,1,102.74657534246576,165.55045255996038,27.550452559960377,82.77522627998019
141.0,1,102.74657534246576,168.22698896788066,27.226988967880658,84.11349448394033
141.0,1,102.74657534246576,168.23310720873062,27.233107208730615,84.11655360436531
140.0,1,102.74657534246576,167.316807156738,27.316807156738008,83.658403578369
139.0,1,102.74657534246576,166.45623122872414,27.456231228724135,83.22811561436207
139.0,1,102.74657534246576,166.4530784119282,27.453078411928203,83.2265392059641
139.0,1,102.74657534246576,166.45238873674535,27.45238873674535,83.22619436837267
139.0,1,102.74657534246576,166.45267154646032,27.452671546460323,83.22633577323016
137.0,1,102.74657534246576,164.6769708015381,27.67697080153809,82.33848540076904
138.0,1,102.74657534246576,165.55577470273798,27.555774702737978,82.77788735136899
137.0,1,102.74657534246576,164.6605986886694,27.66059868866941,82.3302993443347
134.0,1,102.74657534246576,162.0325271321883,28.032527132188306,81.01626356609415
135.0,1,102.74657534246576,162.91150733507067,27.911507335070667,81.45575366753533
134.0,1,102.74657534246576,162.0096509034767,28.00965090347671,81.00482545173836
127.0,1,102.74657534246576,155.83052923438757,28.83052923438757,77.91526461719378
135.0,1,102.74657534246576,162.93112228100009,27.931122281000086,81.46556114050004
136.0,1,102.74657534246576,163.78830475911084,27.788304759110844,81.89415237955542
136.0,1,102.74657534246576,163.78596285870887,27.78596285870887,81.89298142935444
138.0,1,102.74657534246576,165.55419052485001,27.554190524850014,82.77709526242501
136.0,1,102.74657534246576,163.79036087296788,27.79036087296788,81.89518043648394
137.0,1,102.74657534246576,164.70049688922586,27.70049688922586,82.35024844461293
134.0,1,102.74657534246576,162.01858799094853,28.018587990948532,81.00929399547427
134.0,1,102.74657534246576,162.03245735791913,28.032457357919128,81.01622867895956
133.0,1,102.74657534246576,161.13783744415085,28.137837444150847,80.56891872207542
134.0,1,102.74657534246576,162.02371582179265,28.02371582179265,81.01185791089632
132.0,1,102.74657534246576,160.26241966524594,28.262419665245943,80.13120983262297
132.0,1,102.74657534246576,160.24021077979467,28.240210779794666,80.12010538989733
